target_resolved,target_symbol,address_class,write_count,write_pcs,write_classes,widths,bitmasks,indexed_write_count,unresolved_indexed_write_count,routine_labels,dispatcher_contexts,candidate_roles,highest_confidence,hardware_reachability_status,diagnostic_only_status,preserved_driver_relevance,keep_drop_replace_candidate,review_priority,notes
$021E,L021E,internal_ram:2,2,DC65;DC6A,read_modify_write:1|clear:1,8:2,,0,0,LDC46;LDC6A,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$021F,L021F,internal_ram:2,2,DE8C;DF40,store:2,8:2,,0,0,LDE8B;LDF3D,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0220,L0220,internal_ram:2,2,DEF6;DF44,store:2,8:2,,0,0,LDEF6;LDF43,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0221,L0221,internal_ram:2,2,DF0E;DF47,store:2,8:2,,0,0,LDF05;LDF43,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0222,L0222,internal_ram:1,1,DEF2,store:1,8:1,,0,0,LDEEC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0223,L0223,internal_ram:3,3,7DA1;DF20;DF30,store:3,8:3,,0,0,L7D90;LDF20;LDF2B,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0224,L0224,internal_ram:1,1,DFC7,store:1,8:1,,0,0,LDFC7,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0225,L0225,internal_ram:1,1,DF91,store:1,16:1,,0,0,LDF84,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0227,L0227,internal_ram:2,2,DF7C;DF81,store:1|clear:1,8:2,,0,0,LDF7B;LDF81,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0228,L0228,internal_ram:3,3,DD08;DFFC;E001,store:1|read_modify_write:1|clear:1,8:3,,0,0,LDD06;LDFE0;LE001,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0229,L0229,internal_ram:2,2,A4DC;A4E1,read_modify_write:1|clear:1,8:2,,0,0,LA4DC;LA4E1,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$022A,L022A,internal_ram:1,1,E2B0,store:1,8:1,,0,0,LE2AC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$022B,L022B,internal_ram:5,5,DCA3;E156;E174;E18B;E194,read_modify_write:2|store:2|clear:1,8:5,,0,0,LDCA0;LE145;LE164;LE184,,ram_state_or_intermediate:5,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$022C,L022C,internal_ram:3,3,AC07;AC1F;E03B,store:2|clear:1,8:3,,0,0,LABFE;LAC1C;LE03B,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$022F,L022F,internal_ram:1,1,DC85,store:1,8:1,,0,0,LDC85,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0230,L0230,internal_ram:1,1,DC0D,store:1,8:1,,0,0,LDBE2,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0231,L0231,internal_ram:1,1,7FD5,store:1,8:1,,0,0,L7FD5,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0232,L0232,internal_ram:1,1,800D,store:1,16:1,,0,0,L800D,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0234,L0234,internal_ram:1,1,7FF4,store:1,16:1,,0,0,L7FE7,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0236,L0236,internal_ram:1,1,E2F8,store:1,16:1,,0,0,LE2ED,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0238,L0238,internal_ram:1,1,7FE8,store:1,16:1,,0,0,L7FE7,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$023A,L023A,internal_ram:7,7,789F;7903;8149;81F7;82DE;848B;849E,store:7,16:7,,0,0,L7898;L78FC;L813F;L81F7;L82D1;L8476;L8493,,ram_state_or_intermediate:7,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$023C,L023C,internal_ram:1,1,E32E,store:1,8:1,,0,0,LE32E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$023D,L023D,internal_ram:1,1,E339,store:1,8:1,,0,0,LE32E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$023E,L023E,internal_ram:1,1,7F1E,store:1,8:1,,0,0,L7F1E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$023F,L023F,internal_ram:1,1,7F70,store:1,8:1,,0,0,L7F70,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0240,L0240,internal_ram:2,2,8DF7;8E1A,store:1|read_modify_write:1,8:2,,0,0,L8DEF;L8E1A,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0241,L0241,internal_ram:3,3,865C;E48D;E4AD,clear:2|store:1,8:3,,0,0,L865C;LE48D;LE4A4,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0242,L0242,internal_ram:1,1,E313,store:1,8:1,,0,0,LE30B,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0243,L0243,internal_ram:1,1,CA0D,store:1,8:1,,0,0,LC9F7,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0244,L0244,internal_ram:2,2,8232;8252,store:2,8:2,,0,0,L8232;L824D,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0245,L0245,internal_ram:3,3,81FD;8223;824A,clear:1|store:1|read_modify_write:1,8:3,,0,0,L81FD;L821D;L8242,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0246,L0246,internal_ram:1,1,8242,store:1,8:1,,0,0,L8242,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0247,L0247,internal_ram:1,1,8D9B,store:1,8:1,,0,0,L8D98,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0248,L0248,internal_ram:3,3,7437;8D98;8E9C,store:3,8:3,,0,0,L741D;L8D98;L8E9A,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0249,L0249,internal_ram:1,1,8DEC,store:1,8:1,,0,0,L8DE9,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$024A,L024A,internal_ram:7,7,742E;8927;8998;8A88;8BEE;8C50;8C61,store:7,8:7,,0,0,L741D;L891E;L8998;L8A88;L8BDD;L8C38;L8C53,,ram_state_or_intermediate:7,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$024B,L024B,internal_ram:1,1,8C70,store:1,8:1,,0,0,L8C6D,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$024C,L024C,internal_ram:5,5,756C;7581;7D64;84C3;84F5,store:5,16:5,,0,0,L7552;L757C;L7D4B;L84BC;L84F5,,ram_state_or_intermediate:5,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$024E,L024E,internal_ram:12,12,802F;8049;80E8;80F8;8102;833F;836C;837D;839C;83AB;83B7;83F6,store:12,16:12,,0,0,L802F;L80E2;L80F8;L80FC;L833F;L836C;L839C;L83AB;L83F6,,ram_state_or_intermediate:12,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0250,L0250,internal_ram:4,4,7591;75BC;770F;8508,store:4,16:4,,0,0,L7591;L75BC;L770F;L8508,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0252,L0252,internal_ram:1,1,8040,store:1,16:1,,0,0,L802F,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0254,L0254,internal_ram:2,2,76B5;83AE,store:2,16:2,,0,0,L76B5;L83AB,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0256,L0256,internal_ram:1,1,E303,store:1,8:1,,0,0,LE2ED,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0257,L0257,internal_ram:1,1,7E4C,store:1,16:1,,0,0,L7E40,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0259,L0259,internal_ram:4,4,8464;846F;848E;84A3,store:4,16:3|8:1,,0,0,L8452;L8469;L8476;L84A3,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$025A,L025A,internal_ram:1,1,845B,store:1,16:1,,0,0,L8452,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$025B,L025B,internal_ram:2,2,75CE;7601,bit_mutation:2,bit:2,#$08;#$10,2,0,L75CB;L75F7,,mode_flag_or_safety_gate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$025C,L025C,internal_ram:1,1,8452,store:1,16:1,,0,0,L8452,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$025E,L025E,internal_ram:1,1,8449,store:1,8:1,,0,0,L8435,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$025F,L025F,internal_ram:3,3,8787;8888;8899,store:2|clear:1,8:3,,0,0,L877C;L887F;L8899,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0260,L0260,internal_ram:2,2,A4F8;A5A4,store:2,16:2,,0,0,LA4EC;LA59B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0262,L0262,internal_ram:2,2,87F1;87FB,store:2,8:2,,0,0,L87E6;L87F8,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0263,L0263,internal_ram:2,2,8AA5;8AB3,clear:1|store:1,8:2,,0,0,L8A92;L8AAA,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0264,L0264,internal_ram:3,3,896A;8989;898E,store:3,16:3,,0,0,L8964;L8988;L898E,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0266,L0266,internal_ram:2,2,8966;8975,store:2,8:2,,0,0,L8964;L896F,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0267,L0267,internal_ram:1,1,E37E,store:1,8:1,,0,0,LE376,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0268,L0268,internal_ram:2,2,765B;7D6F,store:2,8:2,,0,0,L7650;L7D4B,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0269,L0269,internal_ram:2,2,8B74;8C08,read_modify_write:1|clear:1,8:2,,0,0,L8B57;L8BFC,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$026A,L026A,internal_ram:2,2,80DD;8106,store:1|clear:1,8:2,,0,0,L80BF;L8106,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$026B,L026B,internal_ram:2,2,86AD;8869,store:2,8:2,,0,0,L86AD;L8869,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$026C,L026C,internal_ram:2,2,7626;8687,store:2,16:1|8:1,,1,0,L7626;L8675,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$026D,L026D,internal_ram:1,1,8681,store:1,16:1,,0,0,L8675,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$026E,L026E,internal_ram:1,1,75F3,store:1,16:1,,1,0,L75F3,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$026F,L026F,internal_ram:1,1,891A,store:1,8:1,,0,0,L8918,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0270,L0270,internal_ram:7,7,75CB;75E2;75FE;7615;E3F3;E40F;E439,bit_mutation:4|store:2|read_modify_write:1,bit:4|8:3,#$03;#$01;#$0C;#$04,4,0,L75CB;L75DD;L75F7;L7610;LE3E6;LE40F;LE439,,mode_flag_or_safety_gate:4|ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_review_safety_or_mode,medium,mode/safety bit candidate; require read/consumer edge proof
$0271,L0271,internal_ram:2,2,89FC;8A1C,read_modify_write:1|clear:1,8:2,,0,0,L89F6;L8A1C,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0272,L0272,internal_ram:1,1,CA30,store:1,8:1,,0,0,LCA30,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0273,L0273,internal_ram:3,3,75F9;8E41;8EA3,store:3,8:3,,1,0,L75F7;L8E3B;L8E9F,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0274,L0274,internal_ram:2,2,8E32;8EA0,store:2,8:2,,0,0,L8E1D;L8E9F,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0275,L0275,internal_ram:1,1,86DE,read_modify_write:1,8:1,,0,0,L86DA,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0276,L0276,internal_ram:1,1,8C2F,store:1,8:1,,0,0,L8C29,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0277,L0277,internal_ram:1,1,8B57,store:1,8:1,,0,0,L8B57,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0278,L0278,internal_ram:2,2,8B53;8C05,store:1|clear:1,8:2,,0,0,L8B53;L8BFC,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0279,L0279,internal_ram:1,1,CD29,store:1,8:1,,0,0,LCD29,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$027A,L027A,internal_ram:6,6,878A;87C8;883C;88DD;88E6;8903,store:4|clear:2,8:6,,0,0,L877C;L87BE;L883C;L88DA;L88E2;L88E9,,ram_state_or_intermediate:6,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$027B,L027B,internal_ram:1,1,8675,store:1,8:1,,0,0,L8675,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$027C,L027C,internal_ram:1,1,86ED,store:1,8:1,,0,0,L86ED,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$027D,L027D,internal_ram:3,3,7DA4;E3DE;E42C,store:3,8:3,,0,0,L7D90;LE3DD;LE40F,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$027E,L027E,internal_ram:1,1,7DAE,store:1,16:1,,0,0,L7DAD,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0280,L0280,internal_ram:1,1,87BE,store:1,8:1,,0,0,L87BE,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0281,L0281,internal_ram:1,1,886C,store:1,8:1,,0,0,L8869,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0282,L0282,internal_ram:2,2,73CA;CC3B,store:2,8:2,,0,0,L73AA;LCC35,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0283,L0283,internal_ram:1,1,C9BC,store:1,8:1,,0,0,LC9BC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0284,L0284,internal_ram:1,1,D4E7,store:1,16:1,,0,0,LD4DA,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0286,L0286,internal_ram:5,5,8F0F;8F4D;8FE5;9003;9094,store:5,16:3|8:2,,0,0,L8F0F;L8F3B;L8FE5;L9003;L9094,,ram_state_or_intermediate:5,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0288,L0288,internal_ram:3,3,911A;9135;9148,store:3,16:3,,0,0,L911A;L9135;L913E,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$028A,L028A,internal_ram:2,2,8F84;8F8F,store:2,16:2,,0,0,L8F84,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$028C,L028C,internal_ram:1,1,A648,store:1,8:1,,0,0,LA61E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$028D,L028D,internal_ram:1,1,A645,store:1,8:1,,0,0,LA61E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$028E,L028E,internal_ram:1,1,A633,store:1,16:1,,0,0,LA61E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0290,L0290,internal_ram:2,2,8FA2;8FC9,store:2,16:2,,0,0,L8FA2;L8FC2,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0292,L0292,internal_ram:3,3,8FA5;8FC2;9010,clear:2|store:1,8:3,,0,0,L8FA2;L8FC2;L9010,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0293,L0293,internal_ram:1,1,8ED8,store:1,8:1,,0,0,L8ED8,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0294,L0294,internal_ram:2,2,8EFA;8F24,store:2,8:2,,0,0,L8EFA;L8F24,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0295,L0295,internal_ram:1,1,90F5,store:1,16:1,,0,0,L90F5,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0297,L0297,internal_ram:1,1,9105,store:1,16:1,,0,0,L90F5,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0299,L0299,internal_ram:2,2,8EC5;90B7,store:2,8:2,,0,0,L8EC5;L90B7,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
